Domain,Price,Status,Date,Type,Bids,Platform
livesafe.com,65000,SOLD,2013-07-17,Private Seller,0,Sedo
mph.com,62000,SOLD,2013-06-12,Private Seller,0,Sedo
ixi.com,60497,SOLD,2013-10-26,Private Seller,0,GoDaddy
salledebain.com,60000,SOLD,2013-01-29,Private Seller,0,Sedo
fxx.com,60000,SOLD,2013-01-30,Private Seller,0,Uniregistry
but.com,60000,SOLD,2013-04-17,Private Seller,0,NameJet
z.com,6784000,SOLD,2014-12-03,Private Seller,0,Private
mi.com,3600000,SOLD,2014-04-30,Private Seller,0,Private
whisky.com,3100000,SOLD,2014-03-12,Private Seller,0,Castello Brothers
sex.xxx,3000000,SOLD,2014-06-11,Private Seller,0,ICM Registry
youxi.com,2430000,SOLD,2014-03-12,Private Seller,0,Private
37.com,1960800,SOLD,2014-03-19,Private Seller,0,Private
power.com,1261000,SOLD,2014-11-19,Private Seller,0,Scott Smith/ WebsiteProperties
mm.com,1200000,SOLD,2014-06-23,Private Seller,0,Sedo
btc.com,1000000,SOLD,2014-08-13,Private Seller,0,DomainGuardians
check.com,1000000,SOLD,2014-09-03,Private Seller,0,Private
qnb.com,1000000,SOLD,2014-12-17,Private Seller,0,Private
100.com,950000,SOLD,2014-03-05,Private Seller,0,Private
wan.com,800000,SOLD,2014-02-05,Private Seller,0,Private
333.com,750000,SOLD,2014-12-31,Private Seller,0,Future Media Architects
teamwork.com,675000,SOLD,2014-01-29,Private Seller,0,Private
game.cn,512307,SOLD,2014-01-29,Private Seller,0,.CN Registry Auction
mobile.net,500000,SOLD,2014-04-16,Private Seller,0,Uniregistry
datacenter.com,500000,SOLD,2014-06-11,Private Seller,0,Private
123.cn,400000,SOLD,2014-12-31,Private Seller,0,Private
symphony.com,375000,SOLD,2014-06-25,Private Seller,0,AbdulBasit.com / Uniregistry
digital.com,373750,SOLD,2014-09-17,Private Seller,0,Heritage Auctions
py.com,358000,SOLD,2014-07-30,Private Seller,0,Heritage Auctions
true.com,350000,SOLD,2014-01-28,Private Seller,0,Sedo
dots.com,325000,SOLD,2014-07-30,Private Seller,0,Hilco Streambank
malls.com,320000,SOLD,2014-02-11,Private Seller,0,Sedo
hy.com,320000,SOLD,2014-07-30,Private Seller,0,Heritage Auctions
bit.com,300000,SOLD,2014-12-31,Private Seller,0,Future Media Architects
lk.com,287500,SOLD,2014-06-11,Private Seller,0,Heritage Auctions
accommodation.com,286000,SOLD,2014-03-26,Private Seller,0,Virtual Property Experts
bitcoinwallet.com,250000,SOLD,2014-02-05,Private Seller,0,Private
flashcards.com,250000,SOLD,2014-05-07,Private Seller,0,Sedo
wan.cn,247830,SOLD,2014-02-05,Private Seller,0,eName/.CN Registry Auction
kik.de,246080,SOLD,2014-03-21,Private Seller,0,Sedo
cute.com,230000,SOLD,2014-10-08,Private Seller,0,Heritage Auctions
mob.com,220000,SOLD,2014-06-25,Private Seller,0,4.cn
dl.com,210689,SOLD,2014-02-19,Private Seller,0,HilcoStreambank
gab.com,200002,SOLD,2014-04-08,Private Seller,0,Sedo
youpay.com,200000,SOLD,2014-04-23,Private Seller,0,MostWantedDomains
tou.com,194400,SOLD,2014-08-06,Private Seller,0,Fumi.com
zhuanxue.com,190098,SOLD,2014-07-23,Private Seller,0,Private
yin.com,180000,SOLD,2014-12-24,Private Seller,0,FindYourDomain
lb.cn,176000,SOLD,2014-02-12,Private Seller,0,eName/.CN Registry Auction
lgg.com,175000,SOLD,2014-01-29,Private Seller,0,Private
aura.com,175000,SOLD,2014-09-03,Private Seller,0,Uniregistry
yes.net,175000,SOLD,2014-09-03,Private Seller,0,PremiumURLs.net
autos.de,165720,SOLD,2014-04-30,Private Seller,0,Sedo
one.cn,160640,SOLD,2014-02-12,Private Seller,0,eName/.CN Registry Auction
shop.cn,160320,SOLD,2014-02-12,Private Seller,0,eName/.CN Registry Auction
liu.com,155688,SOLD,2014-02-12,Private Seller,0,NameJet
cornerstonehomes.com,150000,SOLD,2014-02-05,Private Seller,0,Sedo
99.net,150000,SOLD,2014-09-03,Private Seller,0,Uniregistry
maca.com,150000,SOLD,2014-09-10,Private Seller,0,Private
me.cn,147200,SOLD,2014-02-12,Private Seller,0,eName/.CN Registry Auction
statement.com,140000,SOLD,2014-07-30,Private Seller,0,Private
munch.com,140000,SOLD,2014-09-03,Private Seller,0,Uniregistry
torontorealestate.com,140000,SOLD,2014-09-24,Private Seller,0,Private
kaffee.de,136930,SOLD,2014-05-21,Private Seller,0,Sedo
chat.fr,133689,SOLD,2014-08-07,Private Seller,0,Sedo
vapers.com,132470,SOLD,2014-09-03,Private Seller,0,Uniregistry
musik.de,131309,SOLD,2014-09-02,Private Seller,0,Sedo
ai.cn,130560,SOLD,2014-02-12,Private Seller,0,eName/.CN Registry Auction
0060.com,120848,SOLD,2014-03-05,Private Seller,0,Private
boe.com,120000,SOLD,2014-04-16,Private Seller,0,Uniregistry
scada.com,110000,SOLD,2014-05-28,Private Seller,0,Uniregistry
sat.cn,108800,SOLD,2014-04-23,Private Seller,0,Private
106.com,107000,SOLD,2014-04-16,Private Seller,0,Uniregistry
nova.com,105000,SOLD,2014-03-06,Private Seller,0,SnapNames
peepers.com,105000,SOLD,2014-09-03,Private Seller,0,Uniregistry
vitaminc.com,104000,SOLD,2014-05-16,Private Seller,0,Sedo
koko.com,100440,SOLD,2014-10-08,Private Seller,0,eName
liao.com,100000,SOLD,2014-01-06,Private Seller,0,NameJet
ddos.com,100000,SOLD,2014-03-19,Private Seller,0,Private
qy.com,100000,SOLD,2014-03-26,Private Seller,0,GoDaddy
credits.com,100000,SOLD,2014-05-28,Private Seller,0,Sedo
meh.com,100000,SOLD,2014-07-16,Private Seller,0,Private
athlon.com,100000,SOLD,2014-10-02,Private Seller,0,Sedo
jct.com,98000,SOLD,2014-01-29,Private Seller,0,Sedo
xiao.com,97857,SOLD,2014-12-24,Private Seller,0,FindYourDomain
a.top,96670,SOLD,2014-12-31,Private Seller,0,Com.top
lov.com,91800,SOLD,2014-10-08,Private Seller,0,NameJet
gca.com,90000,SOLD,2014-07-15,Private Seller,0,Sedo
teamshirts.com,89000,SOLD,2014-02-05,Private Seller,0,Sedo
chat.de,87100,SOLD,2014-08-20,Private Seller,0,Sedo
blacklist.com,85000,SOLD,2014-04-09,Private Seller,0,Private
blow.com,80000,SOLD,2014-04-23,Private Seller,0,Uniregistry
maimaiche.com,80000,SOLD,2014-05-14,Private Seller,0,GoDaddy
truckdrivingjobs.com,80000,SOLD,2014-09-03,Private Seller,0,Uniregistry
safetytraining.com,80000,SOLD,2014-09-03,Private Seller,0,Uniregistry
ridescout.com,79200,SOLD,2014-09-03,Private Seller,0,Sedo
like.it,75900,SOLD,2014-04-09,Private Seller,0,Nidoma
satoshi.com,75000,SOLD,2014-07-02,Private Seller,0,Sedo
coin.org,75000,SOLD,2014-11-12,Private Seller,0,DomainGuardians
rsr.com,75000,SOLD,2014-11-12,Private Seller,0,HeritageAuctions
jamrock.com,68750,SOLD,2014-03-07,Private Seller,0,Sedo
907.com,68105,SOLD,2014-10-02,Private Seller,0,Sedo
moki.com,66100,SOLD,2014-03-14,Private Seller,0,NameJet
apps.de,65634,SOLD,2014-09-03,Private Seller,0,Sedo
election.com,65100,SOLD,2014-04-21,Private Seller,0,NameJet
brandnames.com,65000,SOLD,2014-09-03,Private Seller,0,Uniregistry
goldpay.com,64000,SOLD,2014-10-22,Private Seller,0,Sedo
porno.com,8888888,SOLD,2015-02-04,Private Seller,0,Private
we.com,8000000,SOLD,2015-06-19,Private Seller,0,Private
better.com,1820000,SOLD,2015-04-14,Private Seller,0,Private
enjoy.com,1500000,SOLD,2015-09-25,Private Seller,0,Private
px.com,1000000,SOLD,2015-09-06,Private Seller,0,MediaOptions
588.com,1000000,SOLD,2015-09-20,Private Seller,0,4.cn
land.com,850000,SOLD,2015-02-05,Private Seller,0,SnapNames
989.com,818181,SOLD,2015-10-25,Private Seller,0,Guta
899.com,801000,SOLD,2015-09-13,Private Seller,0,Private
345.com,800000,SOLD,2015-01-07,Private Seller,0,MostWantedDomains
gj.com,694095,SOLD,2015-09-04,Private Seller,0,NameJet
qt.com,615000,SOLD,2015-07-30,Private Seller,0,QLQ.com
nl.com,575000,SOLD,2015-03-01,Private Seller,0,Heritage Auctions
rp.com,575000,SOLD,2015-05-01,Private Seller,0,Uniregistry
sx.com,555050,SOLD,2015-07-09,Private Seller,0,NameJet
qe.com,554000,SOLD,2015-07-19,Private Seller,0,eNaming/MediaOptions
give.com,500000,SOLD,2015-07-28,Private Seller,0,Sedo
drink.com,500000,SOLD,2015-11-29,Private Seller,0,Uniregistry
358.com,480000,SOLD,2015-07-25,Private Seller,0,SnapNames
qua.com,459000,SOLD,2015-05-03,Private Seller,0,Private
connection.com,450000,SOLD,2015-10-31,Private Seller,0,Private
586.com,416000,SOLD,2015-09-10,Private Seller,0,4.CN
shift.com,385000,SOLD,2015-12-30,Private Seller,0,Private
rangers.com,375000,SOLD,2015-02-08,Private Seller,0,Uniregistry
homecare.com,350000,SOLD,2015-01-28,Private Seller,0,NamesCon
stage.com,325000,SOLD,2015-12-31,Private Seller,0,Private
695.com,312732,SOLD,2015-10-14,Private Seller,0,QLQ.com
heika.com,300000,SOLD,2015-02-13,Private Seller,0,Sedo
125.com,292214,SOLD,2015-06-27,Private Seller,0,4.CN
ppp.com,290000,SOLD,2015-04-19,Private Seller,0,Guta.com
tv.se,265149,SOLD,2015-01-22,Private Seller,0,Tradera
connaught.com,250000,SOLD,2015-02-04,Private Seller,0,DomainHoldings
werk.com,250000,SOLD,2015-02-08,Private Seller,0,Uniregistry
essential.com,250000,SOLD,2015-11-01,Private Seller,0,MediaOptions
erectiledysfunction.com,241000,SOLD,2015-02-08,Private Seller,0,Uniregistry
yinyue.com,240000,SOLD,2015-06-02,Private Seller,0,Uniregistry
same.com,233333,SOLD,2015-05-08,Private Seller,0,Sedo
8181.com,225000,SOLD,2015-11-15,Private Seller,0,Private
701.com,205001,SOLD,2015-11-17,Private Seller,0,NameJet
financialnews.com,200000,SOLD,2015-02-17,Private Seller,0,Uniregistry
say.com,200000,SOLD,2015-04-22,Private Seller,0,Uniregistry
pax.com,200000,SOLD,2015-04-27,Private Seller,0,Sedo
obe.com,200000,SOLD,2015-09-20,Private Seller,0,GetYourDomain
uniti.com,197500,SOLD,2015-12-13,Private Seller,0,eNaming
fenghuang.com,195000,SOLD,2015-05-24,Private Seller,0,Uniregistry
shisha.com,190000,SOLD,2015-02-08,Private Seller,0,Uniregistry
ido.com,190000,SOLD,2015-09-16,Private Seller,0,Uniregistry
ltd.com,184000,SOLD,2015-12-02,Private Seller,0,NameJet
amber.com,180000,SOLD,2015-02-08,Private Seller,0,Uniregistry
9595.com,180000,SOLD,2015-07-19,Private Seller,0,Private
9.xyz,175166,SOLD,2015-12-21,Private Seller,0,West.cn
classic.com,172500,SOLD,2015-03-01,Private Seller,0,Heritage Auctions
luxe.com,172500,SOLD,2015-03-08,Private Seller,0,Heritage Auctions
recette.com,170000,SOLD,2015-03-02,Private Seller,0,Uniregistry
mymeeting.com,164100,SOLD,2015-02-08,Private Seller,0,Uniregistry
hqb.com,160000,SOLD,2015-02-08,Private Seller,0,Uniregistry
mdf.com,151500,SOLD,2015-12-13,Private Seller,0,PerfectName
response.com,150000,SOLD,2015-02-06,Private Seller,0,Sedo
rapunzel.com,150000,SOLD,2015-02-08,Private Seller,0,Uniregistry
timeless.com,150000,SOLD,2015-02-08,Private Seller,0,Uniregistry
sportsworld.com,150000,SOLD,2015-03-06,Private Seller,0,Uniregistry
currencyconverter.com,150000,SOLD,2015-03-22,Private Seller,0,Uniregistry
hotdog.com,150000,SOLD,2015-05-26,Private Seller,0,Flippa
discuss.com,150000,SOLD,2015-06-04,Private Seller,0,Uniregistry
dar.com,150000,SOLD,2015-08-09,Private Seller,0,MavenDomains
88888888.com,150000,SOLD,2015-09-11,Private Seller,0,Uniregistry
419.com,150000,SOLD,2015-09-20,Private Seller,0,eNaming
qjs.com,150000,SOLD,2015-10-04,Private Seller,0,MostWantedDomains
drugaddiction.com,150000,SOLD,2015-11-12,Private Seller,0,Uniregistry
5432.com,148000,SOLD,2015-10-15,Private Seller,0,Uniregistry
enersis.com,145237,SOLD,2015-08-18,Private Seller,0,Uniregistry
742.com,142000,SOLD,2015-10-20,Private Seller,0,NameJet
w8.com,140000,SOLD,2015-02-08,Private Seller,0,Uniregistry
clearcare.com,140000,SOLD,2015-02-08,Private Seller,0,Uniregistry
95.net,140000,SOLD,2015-06-07,Private Seller,0,eNaming
wine.club,140000,SOLD,2015-06-14,Private Seller,0,.CLUB Registry
458.com,140000,SOLD,2015-07-12,Private Seller,0,eNaming
vvv.com,136400,SOLD,2015-03-12,Private Seller,0,NameJet
mera.com,132500,SOLD,2015-05-24,Private Seller,0,Private
anker.com,130000,SOLD,2015-02-18,Private Seller,0,Sedo
due.com,130000,SOLD,2015-03-28,Private Seller,0,Flippa
u8.com,130000,SOLD,2015-06-25,Private Seller,0,Uniregistry
mgtv.com,130000,SOLD,2015-08-16,Private Seller,0,eNaming
v5.com,130000,SOLD,2015-12-15,Private Seller,0,Sedo
tasks.com,130000,SOLD,2015-12-31,Private Seller,0,Flippa
amra.com,127500,SOLD,2015-05-03,Private Seller,0,eNaming
adopting.com,125000,SOLD,2015-05-24,Private Seller,0,DomainHoldings
tie.com,125000,SOLD,2015-07-19,Private Seller,0,Heritage Auctions
6.xyz,125000,SOLD,2015-11-22,Private Seller,0,FindYourDomain
rides.com,120000,SOLD,2015-01-14,Private Seller,0,Flippa
khc.com,120000,SOLD,2015-01-28,Private Seller,0,Sedo
move.org,120000,SOLD,2015-02-08,Private Seller,0,Uniregistry
tonix.com,120000,SOLD,2015-06-11,Private Seller,0,Uniregistry
ocio.com,120000,SOLD,2015-08-25,Private Seller,0,Uniregistry
h6.com,115500,SOLD,2015-04-26,Private Seller,0,eNaming
8.co,115000,SOLD,2015-03-01,Private Seller,0,Heritage Auctions
zhou.com,113590,SOLD,2015-09-10,Private Seller,0,4.CN
ignite.com,112500,SOLD,2015-02-04,Private Seller,0,Sedo
144.com,110000,SOLD,2015-02-04,Private Seller,0,DomainHoldings
cdkey.com,110000,SOLD,2015-07-14,Private Seller,0,Uniregistry
hg.com,3770000,SOLD,2016-11-27,Private Seller,0,Private
vivo.com,2100000,SOLD,2016-09-02,Private Seller,0,Private
jade.com,1250000,SOLD,2016-02-29,Private Seller,0,Private
la.com,1200000,SOLD,2016-05-08,Private Seller,0,Private
ring.com,1000000,SOLD,2016-01-26,Private Seller,0,Private
tp.com,929000,SOLD,2016-01-20,Private Seller,0,NameJet
yk.com,900000,SOLD,2016-07-17,Private Seller,0,GetYourDomain
399.com,821819,SOLD,2016-01-03,Private Seller,0,Schwartz
kiwi.com,800000,SOLD,2016-03-13,Private Seller,0,Uniregistry
rate.com,725000,SOLD,2016-05-29,Private Seller,0,Buckley Media
997.com,688888,SOLD,2016-11-20,Private Seller,0,Private
furniture.co.uk,650000,SOLD,2016-07-31,Private Seller,0,Sedo
da.com,650000,SOLD,2016-09-25,Private Seller,0,DomainNameBroker
wave.com,420000,SOLD,2016-04-14,Private Seller,0,Private
broker.com,375000,SOLD,2016-08-03,Private Seller,0,Sedo
aus.com,345000,SOLD,2016-08-14,Private Seller,0,BQDN
promotion.com,315000,SOLD,2016-07-17,Private Seller,0,Private
quick.com,299000,SOLD,2016-05-15,Private Seller,0,Heritage Auctions
0123.com,252500,SOLD,2016-10-05,Private Seller,0,Flippa
what.com,251000,SOLD,2016-10-30,Private Seller,0,Indus Domains / NameKart
clash.com,250000,SOLD,2016-02-28,Private Seller,0,Private
babygames.com,250000,SOLD,2016-09-18,Private Seller,0,Nokta
lawn.com,240000,SOLD,2016-01-11,Private Seller,0,NamesCon
bgi.com,235000,SOLD,2016-01-24,Private Seller,0,Private
sideline.com,225000,SOLD,2016-01-28,Private Seller,0,Uniregistry
mikihouse.com,224224,SOLD,2016-04-20,Private Seller,0,Sedo
lian.com,220950,SOLD,2016-01-24,Private Seller,0,DropCatch
281.com,201100,SOLD,2016-05-04,Private Seller,0,NameJet
recovery.net,200000,SOLD,2016-01-17,Private Seller,0,Private
ada.com,200000,SOLD,2016-07-14,Private Seller,0,Sedo
cargames.com,200000,SOLD,2016-11-06,Private Seller,0,WebQuest
1.xyz,181720,SOLD,2016-04-24,Private Seller,0,West.cn
debit.com,170000,SOLD,2016-04-03,Private Seller,0,Above.com Marketplace
417.com,169000,SOLD,2016-01-06,Private Seller,0,NameJet
organicbaby.com,168000,SOLD,2016-03-28,Private Seller,0,Uniregistry
strawberry.com,160000,SOLD,2016-05-15,Private Seller,0,Booth.com
sex.live,160000,SOLD,2016-08-07,Private Seller,0,Rightside
384.com,158720,SOLD,2016-04-05,Private Seller,0,4.CN
purple.co.uk,158035,SOLD,2016-05-30,Private Seller,0,Sedo
tuscany.com,157500,SOLD,2016-01-11,Private Seller,0,NamesCon
hotbot.com,155000,SOLD,2016-10-03,Private Seller,0,Sedo
genetics.com,150000,SOLD,2016-01-26,Private Seller,0,NameJet
circa.com,150000,SOLD,2016-03-08,Private Seller,0,Sedo
neverfail.com,150000,SOLD,2016-03-30,Private Seller,0,Uniregistry
bookkeeping.com,150000,SOLD,2016-04-08,Private Seller,0,Uniregistry
forexbrokers.com,150000,SOLD,2016-05-10,Private Seller,0,Uniregistry
ued.com,150000,SOLD,2016-08-07,Private Seller,0,Guta
429.com,138010,SOLD,2016-02-24,Private Seller,0,NameJet
tcp.com,133000,SOLD,2016-12-19,Private Seller,0,Sedo
cun.com,128646,SOLD,2016-04-19,Private Seller,0,Sedo
usa.tv,125000,SOLD,2016-01-03,Private Seller,0,Donnied79
746.com,121000,SOLD,2016-04-28,Private Seller,0,NameJet
totalcare.com,120000,SOLD,2016-02-28,Private Seller,0,Private
porn.live,120000,SOLD,2016-08-07,Private Seller,0,Rightside
spv.com,115000,SOLD,2016-01-31,Private Seller,0,Private
pah.com,115000,SOLD,2016-04-27,Private Seller,0,Uniregistry
co.ltd,115000,SOLD,2016-08-14,Private Seller,0,Donuts Inc.
penis.com,110000,SOLD,2016-01-11,Private Seller,0,NamesCon
murabaha.com,100000,SOLD,2016-01-06,Private Seller,0,Uniregistry
magenta.com,100000,SOLD,2016-02-14,Private Seller,0,Uniregistry
youi.com,100000,SOLD,2016-02-28,Private Seller,0,Private
sniper.com,100000,SOLD,2016-03-28,Private Seller,0,Uniregistry
duckcreek.com,100000,SOLD,2016-03-31,Private Seller,0,Private
hox.com,100000,SOLD,2016-04-20,Private Seller,0,Uniregistry
veda.com,100000,SOLD,2016-06-08,Private Seller,0,Uniregistry
awm.com,99750,SOLD,2016-01-07,Private Seller,0,Sedo
spices.com,95000,SOLD,2016-09-18,Private Seller,0,VIP Brokerage
shrooms.com,94000,SOLD,2016-05-20,Private Seller,0,Uniregistry
cock.com,93000,SOLD,2016-08-09,Private Seller,0,NameJet
present.com,90600,SOLD,2016-07-12,Private Seller,0,NameJet
walker.com,90000,SOLD,2016-11-07,Private Seller,0,Sedo
leaf.co,89000,SOLD,2016-10-16,Private Seller,0,GritBrokerage
gvip.com,88800,SOLD,2016-04-25,Private Seller,0,Uniregistry
newsnow.com,88800,SOLD,2016-05-25,Private Seller,0,Uniregistry
scripts.com,87000,SOLD,2016-02-07,Private Seller,0,Starfire Holdings
wfv.com,85000,SOLD,2016-01-07,Private Seller,0,Sedo
career.net,85000,SOLD,2016-03-18,Private Seller,0,Sedo
priority.com,85000,SOLD,2016-04-10,Private Seller,0,Vinexa
erotica.com,80000,SOLD,2016-01-11,Private Seller,0,NamesCon
cleartax.com,80000,SOLD,2016-04-18,Private Seller,0,Uniregistry
bink.com,80000,SOLD,2016-05-17,Private Seller,0,Uniregistry
countryinn.com,80000,SOLD,2016-07-17,Private Seller,0,Private
youcoin.com,79568,SOLD,2016-04-06,Private Seller,0,Sedo
webhosting.de,79218,SOLD,2016-11-04,Private Seller,0,Sedo
waders.com,77500,SOLD,2016-03-01,Private Seller,0,Uniregistry
tin.com,77000,SOLD,2016-07-28,Private Seller,0,Sedo
cashforhouses.com,76001,SOLD,2016-05-12,Private Seller,0,GoDaddy
pindrop.com,75000,SOLD,2016-01-03,Private Seller,0,Private
homes.forsale,75000,SOLD,2016-02-02,Private Seller,0,Rightside
boardroom.com,75000,SOLD,2016-05-11,Private Seller,0,Sedo
apartments.co.uk,75000,SOLD,2016-11-20,Private Seller,0,Private
mamma.com,72999,SOLD,2016-07-28,Private Seller,0,Sedo
kfz.com,72950,SOLD,2016-01-03,Private Seller,0,Key-Domains
hsz.com,71431,SOLD,2016-01-14,Private Seller,0,Sedo
88.xyz,70000,SOLD,2016-01-11,Private Seller,0,NamesCon
inquisitive.com,70000,SOLD,2016-05-03,Private Seller,0,Uniregistry
itjobs.de,65986,SOLD,2016-04-01,Private Seller,0,Sedo
blt.com,65500,SOLD,2016-01-19,Private Seller,0,NameJet
66.xyz,65450,SOLD,2016-04-24,Private Seller,0,West.cn
6464.com,65358,SOLD,2016-06-12,Private Seller,0,SnapNames
fly.com,2890000,SOLD,2017-04-04,Private Seller,0,Private
lotto.com,2680000,SOLD,2017-12-31,Private Seller,0,Private
freedom.com,2000000,SOLD,2017-05-21,Private Seller,0,Starfire Holdings
eth.com,2000000,SOLD,2017-10-22,Private Seller,0,Sharjil Saleem
01.com,1820000,SOLD,2017-01-29,Private Seller,0,VIP Brokerage
20.com,1750000,SOLD,2017-04-16,Private Seller,0,NameExperts
myworld.com,1200000,SOLD,2017-10-08,Private Seller,0,GetYourDomain
vpn.com,976730,SOLD,2017-01-30,Private Seller,0,Private
purple.com,900000,SOLD,2017-11-03,Private Seller,0,Private
cover.com,825000,SOLD,2017-08-13,Private Seller,0,Private
sw.com,660000,SOLD,2017-05-07,Private Seller,0,RightOfTheDot / Sharjil Saleem
place.com,550000,SOLD,2017-05-21,Private Seller,0,RightOfTheDot
lola.com,550000,SOLD,2017-06-04,Private Seller,0,Private
vacation.rentals,500300,SOLD,2017-12-04,Private Seller,0,Uniregistry
refi.com,500000,SOLD,2017-03-12,Private Seller,0,Buckley Media Group
asset.com,406000,SOLD,2017-03-26,Private Seller,0,Sharjil Saleem
pilot.com,400000,SOLD,2017-07-10,Private Seller,0,Private
708.com,327000,SOLD,2017-09-24,Private Seller,0,BQDN
380.com,323000,SOLD,2017-12-10,Private Seller,0,BQDN
advance.com,300000,SOLD,2017-01-01,Private Seller,0,Buckley Media Group
evermore.com,300000,SOLD,2017-02-17,Private Seller,0,Private
single.com,290000,SOLD,2017-01-23,Private Seller,0,NamesCon
3w.com,280000,SOLD,2017-02-26,Private Seller,0,Guta.com
wmp.com,275000,SOLD,2017-09-05,Private Seller,0,Sedo
spend.com,275000,SOLD,2017-11-23,Private Seller,0,Sedo
emarketing.com,265000,SOLD,2017-12-03,Private Seller,0,GetYourDomain
framer.com,250000,SOLD,2017-01-15,Private Seller,0,DAN.com
okey.com,250000,SOLD,2017-01-18,Private Seller,0,Uniregistry
kaffee.de,237474,SOLD,2017-08-25,Private Seller,0,Sedo
sexshop.com,226000,SOLD,2017-06-11,Private Seller,0,Sedo
agenda.com,225000,SOLD,2017-10-08,Private Seller,0,Buckley Media Group
b.top,218880,SOLD,2017-05-27,Private Seller,0,Jiangsu Bangning
shunfeng.com,217928,SOLD,2017-05-10,Private Seller,0,4.CN
casino.online,201250,SOLD,2017-03-22,Private Seller,0,Sedo
kombucha.com,200000,SOLD,2017-03-07,Private Seller,0,Uniregistry
lev.com,200000,SOLD,2017-04-09,Private Seller,0,DomainAgents
wmn.com,200000,SOLD,2017-12-31,Private Seller,0,Pvt Sale
dcc.com,198000,SOLD,2017-07-09,Private Seller,0,Pvt Sale
d8.com,196500,SOLD,2017-04-09,Private Seller,0,BQDN
x.top,191001,SOLD,2017-12-25,Private Seller,0,Jiangsu Bangning
video.games,183000,SOLD,2017-02-14,Private Seller,0,Rightside
physician.com,179000,SOLD,2017-01-23,Private Seller,0,Sedo
p.top,176369,SOLD,2017-07-07,Private Seller,0,Jiangsu Bangning
v.top,175721,SOLD,2017-12-25,Private Seller,0,Jiangsu Bangning
u.top,175692,SOLD,2017-12-26,Private Seller,0,Jiangsu Bangning
9.am,169000,SOLD,2017-03-20,Private Seller,0,RegNest.com
t.top,162484,SOLD,2017-07-17,Private Seller,0,Jiangsu Bangning
s.top,161684,SOLD,2017-07-10,Private Seller,0,Jiangsu Bangning
bmt.com,152000,SOLD,2017-05-07,Private Seller,0,Private
squeeze.com,150000,SOLD,2017-04-03,Private Seller,0,Uniregistry
hatred.com,150000,SOLD,2017-06-25,Private Seller,0,Pvt Sale
kohl.com,144500,SOLD,2017-04-25,Private Seller,0,NameJet
mng.com,141960,SOLD,2017-03-26,Private Seller,0,AlanAdlari
w9.com,130000,SOLD,2017-03-12,Private Seller,0,BQDN
gradient.com,125001,SOLD,2017-11-19,Private Seller,0,GoDaddy
emeralds.com,125000,SOLD,2017-01-15,Private Seller,0,GetYourDomain
cryptobank.com,125000,SOLD,2017-04-02,Private Seller,0,DAN.com
hebe.com,125000,SOLD,2017-08-17,Private Seller,0,Uniregistry
dave.com,121000,SOLD,2017-03-21,Private Seller,0,Private
1515.com,121000,SOLD,2017-03-23,Private Seller,0,Sedo
masterplan.com,117650,SOLD,2017-04-04,Private Seller,0,Uniregistry
w6.com,117000,SOLD,2017-04-09,Private Seller,0,BQDN
ocs.com,115000,SOLD,2017-02-01,Private Seller,0,Sedo
j5.com,115000,SOLD,2017-04-16,Private Seller,0,Sharjil Saleem
lows.com,104501,SOLD,2017-02-09,Private Seller,0,NameJet
dil.com,102000,SOLD,2017-02-05,Private Seller,0,BQDN
fetch.com.au,100320,SOLD,2017-04-02,Private Seller,0,DBR.com.au
rra.com,100000,SOLD,2017-03-22,Private Seller,0,Uniregistry
sati.com,100000,SOLD,2017-03-29,Private Seller,0,Sedo
usedcarsforsale.com,100000,SOLD,2017-06-07,Private Seller,0,Uniregistry
pep.com,100000,SOLD,2017-06-18,Private Seller,0,Pvt Sale
xyb.com,100000,SOLD,2017-06-25,Private Seller,0,Pvt Sale
omf.com,100000,SOLD,2017-08-20,Private Seller,0,Pvt Sale
co.net,100000,SOLD,2017-10-22,Private Seller,0,Aishwin.com
pack.com,100000,SOLD,2017-10-22,Private Seller,0,BQDN
mommy.com,100000,SOLD,2017-11-02,Private Seller,0,Sedo
cif.com,100000,SOLD,2017-12-10,Private Seller,0,MediaOptions
evm.com,100000,SOLD,2017-12-17,Private Seller,0,Uniregistry
cryptorate.com,99888,SOLD,2017-12-31,Private Seller,0,FoundationDomains
1i.com,97426,SOLD,2017-06-03,Private Seller,0,4.CN
combo.com,90000,SOLD,2017-10-22,Private Seller,0,NewReach
loans.ca,88000,SOLD,2017-12-31,Private Seller,0,eMall.ca
andes.com,87000,SOLD,2017-02-28,Private Seller,0,Uniregistry
nom.com,86500,SOLD,2017-06-11,Private Seller,0,Sedo
3l.com,82000,SOLD,2017-03-05,Private Seller,0,BQDN
nextfoods.com,80000,SOLD,2017-09-01,Private Seller,0,Uniregistry
pisces.com,80000,SOLD,2017-09-10,Private Seller,0,BQDN
piech.com,79000,SOLD,2017-04-26,Private Seller,0,Sedo
cozmo.com,77800,SOLD,2017-03-05,Private Seller,0,Uniregistry
valentine.com,76000,SOLD,2017-05-11,Private Seller,0,NameJet
riseup.org,75000,SOLD,2017-03-19,Private Seller,0,DomainMarket
netlife.com,75000,SOLD,2017-08-29,Private Seller,0,Sedo
sanda.com,75000,SOLD,2017-11-17,Private Seller,0,Sedo
nant.com,74000,SOLD,2017-07-11,Private Seller,0,Uniregistry
measure.com,73980,SOLD,2017-04-28,Private Seller,0,Private
